,Game,Players,Hours,Percent Play,Rank,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
2787,Space Quest Collection,3.0,24.0,0.00026431718061674007,45722.0,Adventure,T,PC,Sierra Entertainment,Sierra Entertainment,,,,,,,,,2006.0
2788,Space Rangers HD A War Apart,5.0,65.6,0.0004405286343612335,9687.0,Role-Playing,,PC,Unknown,SNK Games,,,0.17,,,,,,2007.0
2789,Space Run,8.0,36.6,0.0007048458149779736,9335.0,Misc,,PC,Focus Home Interactive,Unknown,,,0.18,,,,,,2014.0
2790,Space Siege,1.0,0.2,8.81057268722467e-05,20760.0,Role-Playing,,PC,Sega,Gas Powered Games,4.0,,,0.0,,0.0,,0.0,2008.0
2791,Space Trader Merchant Marine,3.0,5.6,0.00026431718061674007,45744.0,Action,,PC,Meridian4,Hermitworks Entertainment,,,,,,,,,2008.0
2793,SpaceChem,33.0,282.29999999999995,0.002907488986784141,3440.0,Puzzle,,PC,Unknown,Zachtronics Industries,9.0,,0.68,,,,,,2011.0
2796,Sparkle 2 Evo,9.0,14.5,0.0007929515418502203,8155.0,Action,,PC,Unknown,Forever Entertainment S.A.,,,0.23,,,,,,2008.0
2798,Spec Ops The Line,56.0,888.8999999999999,0.004933920704845815,8041.0,Shooter,RP,PC,2K Games,Yager Development,,,,0.23,0.12,0.09,,0.02,2012.0
2801,Speed Kills,1.0,5.1,8.81057268722467e-05,45830.0,Racing,,PC,Kiss,Holy Warp,,,,,,,,,2014.0
2804,Speedball 2 Tournament,6.0,14.600000000000001,0.0005286343612334801,45837.0,Sports,,PC,Frogster Interactive,Kylotonn,,,,,,,,,2008.0
2807,SpellForce 2 Gold Edition,3.0,8.2,0.00026431718061674007,45864.0,Strategy,,PC,JoWood Productions,Phenomic Game Development,,,,,,,,,2007.0
2808,SpellForce Platinum Edition,3.0,33.9,0.00026431718061674007,45865.0,Strategy,T,PC,Aspyr,EA Phenomic,,,,,,,,,2005.0
2809,Spelunky,34.0,378.8,0.0029955947136563878,2659.0,Platform,,PC,"Mossmouth, LLC","Mossmouth, LLC",,,0.91,,,,,,2008.0
2812,Spintires,31.0,836.2000000000002,0.0027312775330396474,1633.0,Misc,,PC,Unknown,Unknown,,,1.39,,,,,,2014.0
2813,Spiral Knights,64.0,2360.7000000000007,0.005638766519823789,45928.0,Role-Playing,,PC,Sega,Three Rings,8.0,,,,,,,,2011.0
2816,Splice,3.0,2.5,0.00026431718061674007,45968.0,Puzzle,,PC,Cipher Prime,Cipher Prime,,,,,,,,,2012.0
2817,Split/Second,2.0,7.9,0.0001762114537444934,15796.0,Racing,E10,PC,Disney Interactive Studios,Black Rock Studio,,,,0.04,,0.04,,0.01,2010.0
2821,Spore,58.0,1706.6000000000004,0.005110132158590308,2024.0,Strategy,E10,PC,Electronic Arts,Maxis,7.0,,,1.16,0.03,1.06,,0.07,2008.0
2822,Spore Creepy & Cute Parts Pack,11.0,91.7,0.0009691629955947136,19921.0,Strategy,E10,PC,Electronic Arts,Maxis,,,,0.0,0.0,,,0.0,2008.0
2823,Spore Galactic Adventures,17.0,288.3,0.0014977973568281939,19269.0,Strategy,,PC,Electronic Arts,Electronic Arts,,,,0.01,,0.01,,0.0,2009.0
2827,Squishy the Suicidal Pig,12.0,27.5,0.0010572687224669603,6320.0,Platform,,PC,Unknown,Tomi Maarela,,,0.33,,,,,,2007.0
2828,Stacking,12.0,66.30000000000001,0.0010572687224669603,7739.0,Puzzle,,PC,Double Fine Productions,Double Fine Productions,,,0.25,,,,,,2012.0
2832,Star Ruler 2,2.0,106.4,0.0001762114537444934,46171.0,Strategy,,PC,Blind Mind Studios,Blind Mind Studios,,,,,,,,,2015.0
2834,Star Trek,4.0,4.9,0.0003524229074889868,46183.0,Action,,PC,Unknown,Digital Extremes,,,,,,,,,1983.0
2835,Star Trek D-A-C,5.0,3.5999999999999996,0.0004405286343612335,46198.0,Shooter,E,PC,Paramount Digital Entertainment,Naked Sky Entertainment,,,,,,,,,2009.0
2836,Star Trek Online,50.0,3501.1000000000004,0.004405286343612335,17468.0,Role-Playing,T,PC,Atari,Cryptic Studios,5.9,,,0.02,,0.02,,0.0,2010.0
2840,Star Wars Dark Forces,14.0,52.7,0.0012334801762114538,1046.0,Shooter,T,PC,LucasArts,LucasArts,,,,1.95,1.09,0.77,,0.09,1995.0
2842,Star Wars Jedi Knight Dark Forces II,10.0,69.7,0.000881057268722467,46252.0,Shooter,T,PC,LucasArts,LucasArts,,,,,,,,,1997.0
2843,Star Wars Jedi Knight Jedi Academy,37.0,430.5,0.0032599118942731277,16392.0,Shooter,T,PC,LucasArts,Raven Software,,,,0.03,,0.03,,0.0,2003.0
2844,Star Wars Knights of the Old Republic,82.0,1227.1999999999998,0.007224669603524229,10742.0,Role-Playing,T,PC,LucasArts,BioWare Corp.,,,,0.14,0.01,0.11,,0.02,2003.0
2845,Star Wars Republic Commando,33.0,136.40000000000003,0.002907488986784141,15201.0,Shooter,T,PC,LucasArts,LucasArts,,,,0.05,,0.05,,0.0,2005.0
2846,Star Wars Starfighter,9.0,13.399999999999999,0.0007929515418502203,46281.0,Simulation,T,PC,LucasArts,LucasArts,,,,,,,,,2002.0
2847,Star Wars The Clone Wars Republic Heroes,1.0,0.7,8.81057268722467e-05,17191.0,Action,T,PC,LucasArts,Krome Studios,,,,0.03,,0.02,,0.0,2009.0
2848,Star Wars The Force Unleashed II,12.0,63.60000000000001,0.0010572687224669603,16806.0,Action,T,PC,LucasArts,LucasArts,6.2,,,0.03,0.03,,,0.0,2010.0
2850,Star Wolves,2.0,8.4,0.0001762114537444934,21020.0,Role-Playing,,PC,1C Company,X-Bow Software,,,,0.0,,0.0,,,2005.0
2851,Star Wolves 3 Civil War,4.0,33.5,0.0003524229074889868,46312.0,Role-Playing,,PC,1C Company,Elite Games Team,,,,,,,,,2010.0
2853,StarDrive 2,4.0,130.0,0.0003524229074889868,46328.0,Misc,,PC,Iceberg Interactive,Unknown,,,,,,,,,2014.0
2854,StarForge,19.0,105.5,0.0016740088105726871,46339.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
2856,Starbound,132.0,5189.8,0.011629955947136564,326.0,Misc,,PC,"Infocom, Inc.",Unknown,,,4.31,,,,,,2014.0
2859,Stargate Resistance,1.0,162.0,8.81057268722467e-05,46348.0,Shooter,T,PC,FireSky,FireSky,,,,,,,,,2010.0
2862,Starpoint Gemini 2,13.0,97.1,0.0011453744493392071,46360.0,Strategy,,PC,Iceberg Interactive,Little Green Men Games,,,,,,,,,2014.0
2865,Startopia,2.0,9.5,0.0001762114537444934,20501.0,Simulation,T,PC,Eidos Interactive,Mucky Foot Productions,,,,0.0,,0.0,,0.0,2001.0
2866,State of Decay,64.0,906.8999999999997,0.005638766519823789,1503.0,Action-Adventure,,PC,Microsoft Studios,Undead Labs,,,1.49,,,,,,2013.0
2873,Steel Storm Burning Retribution,9.0,7.4,0.0007929515418502203,46431.0,Shooter,,PC,Unknown,Creative Artel,,,,,,,,,2011.0
2875,Stellar Impact,1.0,5.7,8.81057268722467e-05,46444.0,Strategy,,PC,Unknown,Tindalos Interactive,,,,,,,,,2011.0
2878,Still Life,2.0,0.8,0.0001762114537444934,20645.0,Adventure,M,PC,The Adventure Company,Microids,6.4,,,0.0,,0.0,,0.0,2005.0
2879,Stonehearth,6.0,43.8,0.0005286343612334801,46469.0,Misc,,PC,SIMS Co.,Unknown,,,,,,,,,2020.0
2880,Stonerid,1.0,1.7,8.81057268722467e-05,46475.0,Action,,PC,Unknown,Unknown,,,,,,,,,2013.0
2881,Stormrise,4.0,1.8,0.0003524229074889868,17794.0,Strategy,M,PC,Sega,The Creative Assembly,,,,0.02,,0.02,,0.0,2009.0
2882,Stranded Deep,37.0,675.9999999999999,0.0032599118942731277,2029.0,Adventure,,PC,Unknown,Beam Team Games,,,1.15,,,,,,2009.0
2884,Street Fighter IV,9.0,76.89999999999999,0.0007929515418502203,11101.0,Fighting,T,PC,Capcom,Capcom / Dimps Corporation,9.1,,,0.13,0.07,0.05,,0.02,2009.0
2886,Street Fighter X Tekken,4.0,17.9,0.0003524229074889868,17670.0,Fighting,T,PC,Capcom,Capcom,,,,0.02,,0.02,,0.0,2012.0
2888,Strider,11.0,19.7,0.0009691629955947136,46587.0,Platform,,PC,U.S. Gold,Tiertex Design Studios,,,,,,,,,1989.0
2889,Strife,34.0,312.70000000000005,0.0029955947136563878,55099.0,Shooter,,PC,Velocity Inc.,Rogue Entertainment,,,,,,,,,1996.0
2892,Strike Suit Zero,19.0,36.3,0.0016740088105726871,46608.0,Action,,PC,Born Ready Games,Born Ready Games Ltd.,,,,,,,,,2013.0
2894,Strike Vector,10.0,12.400000000000002,0.000881057268722467,46609.0,Misc,,PC,Ragequit Corporation,Unknown,,,,,,,,,2014.0
2899,Stronghold 2,15.0,121.69999999999999,0.0013215859030837004,6728.0,Strategy,T,PC,2K Games,FireFly Studios,,,0.3,,,,,,2005.0
2900,Stronghold 3,48.0,457.59999999999997,0.004229074889867841,9045.0,Strategy,T,PC,SouthPeak Interactive,FireFly Studios,4.1,,,0.19,0.06,0.13,,,2011.0
2901,Stronghold Crusader 2,15.0,462.4,0.0013215859030837004,19872.0,Strategy,T,PC,FireFly Studios,FireFly Studios,,,,0.0,,0.0,,0.0,2014.0
2905,Stronghold Kingdoms,47.0,4703.099999999999,0.004140969162995595,12165.0,Strategy,,PC,DTP Entertainment,FireFly Studios,,,,0.1,,0.1,,0.01,2011.0
2906,Stronghold Legends,6.0,26.900000000000002,0.0005286343612334801,7731.0,Strategy,T,PC,2K Games,FireFly Studios,,,0.25,,,,,,2006.0
2907,Stubbs the Zombie in Rebel Without a Pulse,2.0,5.1000000000000005,0.0001762114537444934,46638.0,Action,M,PC,Aspyr,Wideload Games,,,,,,,,,2005.0
2908,Styx Master of Shadows,14.0,58.8,0.0012334801762114538,4682.0,Action,M,PC,Focus Home Interactive,Cyanide Studios,,,0.49,,,,,,2014.0
2910,Submerged,1.0,2.3,8.81057268722467e-05,11808.0,Adventure,,PC,Uppercut Games Pty Ltd,Uppercut Games,,,0.11,,,,,,2015.0
2911,Subnautica,13.0,128.89999999999998,0.0011453744493392071,606.0,Adventure,E10,PC,Unknown Worlds Entertainment,Unknown Worlds Entertainment,,,2.87,,,,,,2018.0
2916,Sunless Sea,11.0,83.30000000000001,0.0009691629955947136,46747.0,Adventure,,PC,Failbetter Games,Failbetter Games,,,,,,,,,2015.0
2924,Super Hexagon,29.0,94.70000000000002,0.002555066079295154,2297.0,Action,,PC,Unknown,Terry Cavanagh,,,1.05,,,,,,2010.0
2928,Super Meat Boy,125.0,453.3,0.011013215859030838,578.0,Platform,T,PC,Unknown,Team Meat,9.2,,2.97,,,,,,2010.0
2930,Super Motherload,2.0,4.6,0.0001762114537444934,46952.0,Misc,,PC,XGen Studios,Unknown,,,,,,,,,2013.0
2931,Super Panda Adventures,1.0,19.2,8.81057268722467e-05,46965.0,Action,,PC,Unknown,Unknown,,,,,,,,,2014.0
2932,Super Puzzle Platformer Deluxe,1.0,5.9,8.81057268722467e-05,46985.0,Misc,,PC,Adult Swim,Unknown,,,,,,,,,2013.0
2933,Super Sanctum TD,4.0,19.1,0.0003524229074889868,10153.0,Strategy,,PC,Unknown,Coffee Stain Studios,,,0.15,,,,,,2007.0
2937,Superbrothers Sword & Sworcery EP,20.0,23.1,0.001762114537444934,5102.0,Adventure,,PC,Unknown,Capybara Games,,,0.44,,,,,,2009.0
2939,Supreme Commander,18.0,294.30000000000007,0.0015859030837004405,15556.0,Strategy,E10,PC,THQ,Gas Powered Games,8.7,,,0.04,,0.04,,0.01,2007.0
2940,Supreme Commander 2,52.0,2361.5000000000005,0.0045814977973568285,2291.0,Strategy,E10,PC,Square Enix,Gas Powered Games,7.5,,1.05,,,,,,2010.0
2941,Supreme Commander Forged Alliance,26.0,2207.7999999999997,0.0022907488986784142,16142.0,Strategy,E10,PC,THQ,Gas Powered Games,8.1,,,0.04,0.01,0.02,,0.0,2007.0
2942,Supreme Ruler 2020 Gold,2.0,39.0,0.0001762114537444934,47164.0,Strategy,E10,PC,Paradox Interactive,BattleGoat Studios,,,,,,,,,2009.0
2943,Supreme Ruler Cold War,3.0,450.4,0.00026431718061674007,16477.0,Strategy,E10,PC,Paradox Interactive,Paradox Interactive,,,,0.03,,0.03,,0.0,2011.0
2944,Surgeon Simulator,83.0,372.90000000000003,0.0073127753303964755,1097.0,Misc,,PC,Bossa Studios,Bossa Studios,,,1.88,,,,,,2013.0
2945,Survarium,79.0,308.1000000000001,0.006960352422907489,47180.0,Misc,,PC,Way Forward,Unknown,,,,,,,,,2014.0
2947,Survivalist,4.0,52.800000000000004,0.0003524229074889868,9535.0,Racing,,PC,Unknown,Bob the Game Development Bot,,,0.17,,,,,,2008.0
2948,Survivor Squad,3.0,6.8,0.00026431718061674007,47187.0,Strategy,,PC,Endless Loop Studios,Endless Loop Studios,,,,,,,,,2013.0
2950,Sweet Lily Dreams,1.0,21.0,8.81057268722467e-05,47228.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
2951,Swipecart,4.0,12.600000000000001,0.0003524229074889868,47237.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
2953,Sword of the Stars Complete Collection,2.0,419.1,0.0001762114537444934,19656.0,Strategy,E10,PC,Paradox Interactive,Kerberos Productions,,,,0.01,,0.01,,0.0,2010.0
2954,Sword of the Stars II Enhanced Edition,5.0,370.9,0.0004405286343612335,11969.0,Strategy,,PC,Paradox Interactive,Kerberos Productions Inc.,,,0.11,,,,,,2012.0
2955,Sword of the Stars The Pit,3.0,14.799999999999999,0.00026431718061674007,8992.0,Role-Playing,,PC,Unknown,Kerberos Productions Inc.,,,0.19,,,,,,2013.0
2957,Syberia,7.0,18.6,0.0006167400881057269,16988.0,Adventure,T,PC,The Adventure Company,Microids,8.0,,,0.03,,0.02,,0.0,2002.0
2960,Symphony,4.0,7.8,0.0003524229074889868,10344.0,Music,,PC,Unknown,Empty Clip Studios,,,0.15,,,,,,2015.0
2963,System Shock 2,24.0,78.2,0.0021145374449339205,20826.0,Role-Playing,M,PC,Electronic Arts,Irrational Games / Looking Glass Studios,8.9,,,0.0,,0.0,,0.0,1999.0
2964,T.E.C. 3001,1.0,1.7,8.81057268722467e-05,47335.0,Misc,,PC,Bulkypix,Unknown,,,,,,,,,2014.0
2971,TIS-100,2.0,12.7,0.0001762114537444934,7996.0,Simulation,,PC,Unknown,Zachtronics Industries,,,0.24,,,,,,2010.0
2977,TUG,1.0,0.6,8.81057268722467e-05,49997.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
2978,Tabletop Simulator,18.0,203.9,0.0015859030837004405,837.0,Simulation,,PC,Berserk Games,Berserk Games,,,2.3,,,,,,2015.0
2980,Take Command Second Manassas,1.0,0.3,8.81057268722467e-05,20907.0,Strategy,T,PC,Paradox Interactive,MadMinute Games,,,,0.0,,0.0,,0.0,2006.0
2981,Take On Helicopters,7.0,52.6,0.0006167400881057269,16809.0,Simulation,T,PC,Unknown,Bohemia Interactive,,,,0.03,,0.03,,0.0,2011.0
2984,Tales Runner,3.0,0.6000000000000001,0.00026431718061674007,47468.0,Racing,,PC,OGPlanet,Rhaon Entertainment,,,,,,,,,2015.0
2986,Tales from the Borderlands,15.0,173.2,0.0013215859030837004,3887.0,Adventure,,PC,Telltale Games,Telltale Games,,,0.59,,,,,,2014.0
2987,Tales of Maj'Eyal,4.0,76.3,0.0003524229074889868,9463.0,Misc,,PC,DarkGod,Unknown,,,0.18,,,,,,2013.0
2993,Tales of Zestiria,7.0,199.10000000000002,0.0006167400881057269,5398.0,Role-Playing,,PC,Namco Bandai Games,Namco Bandai Games,,,0.41,,,,,,2015.0
2996,Talismania Deluxe,1.0,1.9,8.81057268722467e-05,47482.0,Puzzle,,PC,PopCap Games,PopCap Games,,,,,,,,,2006.0
2997,Tank Universal,3.0,1.3,0.00026431718061674007,47516.0,Shooter,,PC,Meridian4,Dialogue Design,,,,,,,,,2008.0
2998,Tap Heroes,2.0,22.6,0.0001762114537444934,10138.0,Role-Playing,,PC,Unknown,VaragtP,,,0.15,,,,,,2010.0
3002,Team Fortress 2,2323.0,173673.29999999993,0.20466960352422908,20477.0,Shooter,M,PC,Valve,Valve Corporation,9.2,,,0.0,,0.0,,0.0,2008.0
3003,Team Fortress Classic,26.0,22.7,0.0022907488986784142,47591.0,Shooter,M,PC,Sierra Entertainment,Valve Software,,,,,,,,,1999.0
3007,Teenage Mutant Ninja Turtles Out of the Shadows,6.0,33.199999999999996,0.0005286343612334801,47655.0,Misc,,PC,Activision,Unknown,,,,,,,,,2013.0
3011,Terminator Salvation,1.0,3.7,8.81057268722467e-05,20380.0,Shooter,T,PC,Warner Bros. Interactive,GRIN,,,,0.0,,0.0,,0.0,2009.0
3012,Terra Incognita ~ Chapter One The Descendant,2.0,64.4,0.0001762114537444934,5173.0,Role-Playing,,PC,Unknown,Back To Basics Gaming,,,0.43,,,,,,2007.0
3015,Terraria,460.0,29951.799999999985,0.04052863436123348,76.0,Platform,T,PC,Unknown,Re-Logic,8.8,,11.0,,,,,,2011.0
3018,Teslagrad,3.0,5.0,0.00026431718061674007,10805.0,Platform,,PC,Rain Games,Rain Games,,,0.14,,,,,,2015.0
3020,Test Drive Unlimited 2,24.0,692.9000000000001,0.0021145374449339205,9006.0,Racing,T,PC,Atari,Eden Studios,6.7,,,0.19,0.05,0.11,,0.03,2011.0
3022,The 39 Steps,1.0,3.3,8.81057268722467e-05,9896.0,Adventure,,PC,Unknown,The Story Mechanics,,,0.16,,,,,,2008.0
3023,The 7th Guest,2.0,0.5,0.0001762114537444934,2972.0,Adventure,,PC,Virgin Interactive,Trilobyte,,,,0.8,0.03,0.77,,,1993.0
3028,The Amazing Spider-Man,3.0,23.0,0.00026431718061674007,47930.0,Platform,,PC,Unknown,Oxford Digital Enterprises,,,,,,,,,1989.0
3030,The Baconing,6.0,30.4,0.0005286343612334801,47953.0,Role-Playing,,PC,Hothead Games,Hothead Games,6.0,,,,,,,,2011.0
3031,The Ball,11.0,77.69999999999999,0.0009691629955947136,9171.0,Shooter,M,PC,Tripwire Interactive,Teotl Studios,6.3,,0.19,,,,,,2011.0
3032,The Banner Saga,29.0,434.6,0.002555066079295154,47959.0,Misc,,PC,Versus Evil,Unknown,,,,,,,,,2014.0
3034,The Bard's Tale,6.0,15.499999999999998,0.0005286343612334801,47970.0,Action,T,PC,inXile Entertainment,InXile Entertainment,,,,,,,,,2005.0
3035,The Basement Collection,5.0,16.9,0.0004405286343612335,7767.0,Adventure,,PC,Edmund McMillen,Edmund McMillen,,,0.25,,,,,,2012.0
3038,The Binding of Isaac,168.0,5458.099999999999,0.014801762114537445,141.0,Action,,PC,Edmund McMillen,Edmund McMillen,8.3,,7.17,,,,,,2011.0
3039,The Binding of Isaac Rebirth,80.0,6735.5,0.007048458149779736,650.0,Action,,PC,Nicalis,Nicalis,,,2.76,,,,,,2014.0
3041,The Book of Unwritten Tales,9.0,89.6,0.0007929515418502203,12280.0,Adventure,T,PC,DreamCatcher Interactive,KING Art Games,7.9,,,0.1,0.0,0.08,,0.02,2011.0
3042,The Book of Unwritten Tales 2,2.0,27.0,0.0001762114537444934,20991.0,Adventure,,PC,Nordic Games,KING Art Games,,,,0.0,,0.0,,0.0,2014.0
3043,The Book of Unwritten Tales The Critter Chronicles,2.0,27.0,0.0001762114537444934,14426.0,Adventure,,PC,Crimson Cow,KING Art Games,,,,0.06,,0.05,,0.01,2011.0
3044,The Bridge,20.0,44.3,0.001762114537444934,6433.0,Misc,,PC,Unknown,Unknown,,,0.32,,,,,,2013.0
3046,The Bureau XCOM Declassified,15.0,124.39999999999999,0.0013215859030837004,15080.0,Shooter,M,PC,2K Games,2K Marin,,,,0.05,,0.05,,0.0,2013.0
3048,The Cat Lady,4.0,9.799999999999999,0.0003524229074889868,11598.0,Adventure,,PC,Screen 7,Harvester Games,,,0.12,,,,,,2012.0
3049,The Cat and the Coup,2.0,0.8,0.0001762114537444934,48028.0,Misc,,PC,Unknown,Peter Brinson and Kurosh ValaNejad,,,,,,,,,2011.0
3050,The Cave,14.0,126.70000000000002,0.0012334801762114538,7238.0,Misc,,PC,Sega,Unknown,,,0.27,,,,,,2013.0
3051,The Chaos Engine,1.0,1.4,8.81057268722467e-05,48036.0,Shooter,,PC,Virgin Interactive,Bitmap Brothers,,,,,,,,,1992.0
3052,The Chronicles of Riddick Assault on Dark Athena,7.0,61.300000000000004,0.0006167400881057269,18897.0,Shooter,M,PC,Atari,Starbreeze Studios AB,8.0,,,0.01,,0.01,,0.0,2009.0
3054,The Clockwork Man,2.0,7.1000000000000005,0.0001762114537444934,21203.0,Puzzle,,PC,Unknown,Total Eclipse,,,,0.0,,0.0,,0.0,2011.0
3056,The Club,1.0,1.3,8.81057268722467e-05,20656.0,Shooter,M,PC,Sega,Bizarre Creations,,,,0.0,,0.0,,0.0,2008.0
3058,The Crew,20.0,1099.9,0.001762114537444934,10335.0,Racing,T,PC,Ubisoft,Ubisoft Reflections,,,,0.15,,0.14,,0.01,2014.0
3059,The Culling Of The Cows,17.0,30.600000000000005,0.0014977973568281939,48085.0,Misc,,PC,Kiss,Unknown,,,,,,,,,2014.0
3061,The Cursed Crusade,4.0,4.5,0.0003524229074889868,16369.0,Action,M,PC,Atlus,Kylotonn Entertainment,,,,0.03,,0.03,,0.01,2011.0
3062,The Dark Eye Chains of Satinav,3.0,19.8,0.00026431718061674007,9137.0,Adventure,,PC,Daedalic Entertainment,Daedalic Entertainment,,,0.19,,,,,,2012.0
3063,The Darkness II,35.0,252.10000000000005,0.0030837004405286344,10718.0,Shooter,M,PC,2K Games,Digital Extremes,,,,0.14,0.1,0.03,,0.01,2012.0
3064,The Dead Linger,2.0,9.2,0.0001762114537444934,48099.0,Misc,,PC,Sandswept Studios,Unknown,,,,,,,,,2020.0
3068,The Dig,5.0,15.200000000000001,0.0004405286343612335,48113.0,Adventure,,PC,LucasArts,LucasArts,,,,,,,,,1995.0
3072,The Elder Scrolls III Morrowind,39.0,751.7000000000003,0.0034361233480176214,20507.0,Role-Playing,T,PC,Bethesda Softworks,Bethesda Softworks,8.7,,,0.0,,0.0,,0.0,2002.0
3074,The Elder Scrolls Online Tamriel Unlimited,17.0,684.6000000000001,0.0014977973568281939,55270.0,MMO,M,PC,Bethesda Softworks,ZeniMax Online Studios,,,,,,,,,2015.0
3075,The Elder Scrolls V Skyrim,677.0,70889.30000000002,0.05964757709251101,379.0,Role-Playing,M,PC,Bethesda Softworks,Bethesda Game Studios,9.2,,,3.99,1.18,2.25,,0.56,2011.0
3076,The Entente Gold,1.0,0.3,8.81057268722467e-05,48151.0,Strategy,T,PC,Buka Entertainment,Lesta Studio,,,,,,,,,2003.0
3077,The Escapists,37.0,480.9999999999999,0.0032599118942731277,1782.0,Action,,PC,Team17 Software,Mouldy Toof Studios,,,1.3,,,,,,2014.0
3078,The Escapists The Walking Dead,2.0,8.5,0.0001762114537444934,48154.0,Action,,PC,Team17 Software,Team17 Software,,,,,,,,,2015.0
3079,The Evil Within,16.0,136.8,0.0014096916299559472,3203.0,Misc,M,PC,Bethesda Softworks,Tango Gameworks,5.5,,0.74,,,,,,2014.0
3080,The Expendabros,64.0,215.79999999999995,0.005638766519823789,48156.0,Action,,PC,Devolver Digital,Free Lives,,,,,,,,,2014.0
3081,The Fall,4.0,4.3,0.0003524229074889868,10270.0,Misc,,PC,Over The Moon,Unknown,,,0.15,,,,,,2014.0
3082,The Few,1.0,4.7,8.81057268722467e-05,48178.0,Strategy,,PC,BlackMoon Design,BlackMoon Design,,,,,,,,,2013.0
3083,The Fifth Day,2.0,12.9,0.0001762114537444934,48180.0,Action,,PC,Touz,Touz,,,,,,,,,2014.0
3086,The Floor is Jelly,1.0,0.8,8.81057268722467e-05,48202.0,Misc,,PC,Unknown,Unknown,,,,,,,,,2014.0
3087,The Forest,128.0,1695.1999999999998,0.011277533039647578,225.0,Misc,,PC,Endnight Games Ltd,Unknown,,,5.3,,,,,,2014.0
3088,The Forgotten Ones,5.0,2.4,0.0004405286343612335,48207.0,Action,,PC,Unknown,Unknown,,,,,,,,,2014.0
3089,The Four Kings Casino and Slots,8.0,23.8,0.0007048458149779736,7546.0,Simulation,T,PC,Digital Leisure Inc.,Digital Leisure Inc.,,,0.26,,,,,,2015.0
3091,The Golf Club,2.0,20.9,0.0001762114537444934,48224.0,Sports,E,PC,Maximum Games,HB Studios,,,,,,,,,2015.0
3092,The Good Life,1.0,0.6,8.81057268722467e-05,48226.0,Misc,,PC,Iceberg Interactive,Unknown,,,,,,,,,2012.0
3093,The Graveyard,1.0,0.2,8.81057268722467e-05,48228.0,Adventure,,PC,Tale of Tales,Tale of Tales,,,,,,,,,2008.0
3094,The Guild Gold Edition,3.0,7.0,0.00026431718061674007,48269.0,Simulation,T,PC,JoWood Productions,4HEAD Studios,,,,,,,,,2005.0
3098,The Hat Man Shadow Ward,9.0,16.5,0.0007929515418502203,6436.0,Action-Adventure,,PC,Unknown,Game Mechanics LLC,,,0.32,,,,,,2003.0
3102,The Incredible Adventures of Van Helsing,38.0,406.20000000000005,0.0033480176211453743,3249.0,Role-Playing,,PC,Unknown,Neocore Games,,,0.73,,,,,,2006.0
3103,The Incredible Adventures of Van Helsing Final Cut,1.0,58.0,8.81057268722467e-05,9247.0,Role-Playing,,PC,Unknown,NeoCoreGames,,,0.18,,,,,,2009.0
3104,The Incredible Adventures of Van Helsing II,14.0,155.49999999999994,0.0012334801762114538,7588.0,Action,,PC,Neocore Games,NeoCoreGames,,,0.25,,,,,,2014.0
3106,The Inner World,1.0,1.3,8.81057268722467e-05,16810.0,Adventure,,PC,Headup Games,Headup Games,,,,0.03,,0.03,,0.0,2013.0
3107,The Jackbox Party Pack,6.0,431.0,0.0005286343612334801,6632.0,Party,,PC,Jackbox Games,Jackbox Games,,,0.31,,,,,,2014.0
3108,The Jackbox Party Pack 2,1.0,14.3,8.81057268722467e-05,6735.0,Party,,PC,Jackbox Games,Jackbox Games,,,0.3,,,,,,2015.0
3113,The Last Federation,4.0,8.0,0.0003524229074889868,48442.0,Misc,,PC,"Arcen Games, LLC",Unknown,,,,,,,,,2014.0
3114,The Last Remnant,27.0,431.40000000000003,0.002378854625550661,18623.0,Role-Playing,M,PC,Square Enix,Square Enix,7.3,,,0.01,,0.01,,0.0,2009.0
3115,The Legend of Heroes Trails in the Sky,10.0,131.4,0.000881057268722467,7601.0,Role-Playing,,PC,Xseed Games,Nihon Falcom Corporation,,,0.25,,,,,,2014.0
3117,The Long Dark,29.0,312.49999999999994,0.002555066079295154,1101.0,Simulation,T,PC,Hinterland Studio Inc.,Hinterland Studio Inc.,,,1.88,,,,,,2017.0
3118,The Longest Journey,7.0,24.9,0.0006167400881057269,18312.0,Adventure,M,PC,Funcom,Funcom,8.7,,,0.02,,0.01,,0.0,2000.0
3120,The Lord of the Rings War in the North,51.0,860.0000000000001,0.004493392070484581,8638.0,Role-Playing,M,PC,Warner Bros. Interactive,Snowblind Studios,6.5,,,0.21,0.07,0.11,,0.03,2011.0
3125,The Maw,5.0,38.2,0.0004405286343612335,48581.0,Action,E10,PC,Twisted Pixel Games,Twisted Pixel Games,8.0,,,,,,,,2009.0
3126,The Mean Greens - Plastic Warfare,2.0,4.9,0.0001762114537444934,9669.0,Shooter,,PC,Unknown,Virtual Basement LLC,,,0.17,,,,,,2016.0
3128,The Misadventures of P.B. Winterbottom,7.0,6.499999999999999,0.0006167400881057269,11153.0,Puzzle,E,PC,2K Games,The Odd Gentlemen,8.1,,0.13,,,,,,2010.0
